Weighted Random Sampling Comparison on 100000 Trials
---------------------------------------------
Difference is bigger than 1% p in the following indices: []
Elapsed time: Fast: 37.086494417s, Fenwick: 953.474ms

---------------------------------------------
Probability(%) of each element being selected:
Element	| Fast	| Fenw	| Diff(Max-Min)
2021	| 0.21	| 0.20	| 0.01
2022	| 0.07	| 0.08	| 0.01
2023	| 0.11	| 0.11	| 0.00
2024	| 0.19	| 0.20	| 0.01
2025	| 0.29	| 0.33	| 0.04
2026	| 0.23	| 0.24	| 0.01
2027	| 0.15	| 0.18	| 0.03
2028	| 0.23	| 0.23	| 0.00
2029	| 0.13	| 0.14	| 0.00
2030	| 0.23	| 0.24	| 0.01
2031	| 0.13	| 0.11	| 0.01
2032	| 0.33	| 0.28	| 0.04
2033	| 0.12	| 0.13	| 0.01
2034	| 0.16	| 0.16	| 0.01
2035	| 0.05	| 0.04	| 0.01
2036	| 0.07	| 0.07	| 0.00
2037	| 0.15	| 0.15	| 0.00
2038	| 0.01	| 0.01	| 0.00
2039	| 0.32	| 0.33	| 0.01
2040	| 0.27	| 0.27	| 0.01
2041	| 0.32	| 0.31	| 0.00
2042	| 0.15	| 0.17	| 0.02
2043	| 0.16	| 0.16	| 0.00
2044	| 0.17	| 0.15	| 0.01
2045	| 0.23	| 0.23	| 0.00
2046	| 0.21	| 0.19	| 0.01
2047	| 0.17	| 0.15	| 0.02
2048	| 0.28	| 0.30	| 0.02
2049	| 0.24	| 0.23	| 0.01
2050	| 0.31	| 0.30	| 0.02
2051	| 0.20	| 0.18	| 0.02
2052	| 0.15	| 0.15	| 0.00
2053	| 0.15	| 0.14	| 0.01
2054	| 0.08	| 0.09	| 0.01
2055	| 0.31	| 0.32	| 0.01
2056	| 0.14	| 0.15	| 0.01
2057	| 0.20	| 0.19	| 0.01
2058	| 0.21	| 0.20	| 0.01
2059	| 0.21	| 0.22	| 0.02
2060	| 0.11	| 0.11	| 0.00
2061	| 0.22	| 0.19	| 0.03
2062	| 0.28	| 0.30	| 0.02
2063	| 0.15	| 0.18	| 0.03
2064	| 0.32	| 0.28	| 0.04
2065	| 0.29	| 0.32	| 0.03
2066	| 0.03	| 0.04	| 0.01
2067	| 0.09	| 0.06	| 0.03
2068	| 0.09	| 0.10	| 0.01
2069	| 0.31	| 0.33	| 0.02
2070	| 0.00	| 0.01	| 0.00
2071	| 0.20	| 0.18	| 0.01
2072	| 0.05	| 0.07	| 0.01
2073	| 0.01	| 0.02	| 0.01
2074	| 0.19	| 0.18	| 0.00
2075	| 0.22	| 0.21	| 0.01
2076	| 0.10	| 0.09	| 0.01
2077	| 0.18	| 0.17	| 0.01
2078	| 0.10	| 0.09	| 0.01
2079	| 0.12	| 0.13	| 0.01
2080	| 0.10	| 0.08	| 0.01
2081	| 0.03	| 0.02	| 0.01
2082	| 0.14	| 0.14	| 0.01
2083	| 0.20	| 0.22	| 0.02
2084	| 0.25	| 0.27	| 0.02
2085	| 0.02	| 0.01	| 0.01
2086	| 0.27	| 0.27	| 0.00
2087	| 0.06	| 0.05	| 0.01
2088	| 0.14	| 0.17	| 0.03
2089	| 0.07	| 0.09	| 0.01
2090	| 0.30	| 0.32	| 0.02
2091	| 0.33	| 0.34	| 0.02
2092	| 0.20	| 0.21	| 0.00
2093	| 0.12	| 0.08	| 0.03
2094	| 0.01	| 0.00	| 0.00
2095	| 0.29	| 0.32	| 0.03
2096	| 0.23	| 0.24	| 0.00
2097	| 0.11	| 0.12	| 0.01
2098	| 0.06	| 0.05	| 0.00
2099	| 0.25	| 0.24	| 0.01
2100	| 0.11	| 0.11	| 0.00
2101	| 0.33	| 0.32	| 0.01
2102	| 0.17	| 0.15	| 0.01
2103	| 0.19	| 0.19	| 0.01
2104	| 0.26	| 0.28	| 0.03
2105	| 0.31	| 0.33	| 0.02
2106	| 0.25	| 0.22	| 0.03
2107	| 0.09	| 0.10	| 0.01
2108	| 0.18	| 0.15	| 0.03
2109	| 0.14	| 0.19	| 0.06
2110	| 0.21	| 0.22	| 0.02
2111	| 0.31	| 0.33	| 0.02
2112	| 0.32	| 0.31	| 0.01
2113	| 0.12	| 0.12	| 0.00
2114	| 0.19	| 0.21	| 0.02
2115	| 0.24	| 0.24	| 0.00
2116	| 0.26	| 0.25	| 0.01
2117	| 0.22	| 0.22	| 0.01
2118	| 0.10	| 0.08	| 0.01
2119	| 0.28	| 0.27	| 0.00
2120	| 0.22	| 0.20	| 0.02
2121	| 0.06	| 0.08	| 0.02
2122	| 0.23	| 0.27	| 0.04
2123	| 0.08	| 0.09	| 0.01
2124	| 0.13	| 0.11	| 0.02
2125	| 0.30	| 0.30	| 0.00
2126	| 0.31	| 0.34	| 0.03
2127	| 0.14	| 0.14	| 0.00
2128	| 0.33	| 0.30	| 0.03
2129	| 0.01	| 0.01	| 0.00
2130	| 0.12	| 0.14	| 0.02
2131	| 0.01	| 0.00	| 0.01
2132	| 0.13	| 0.13	| 0.00
2133	| 0.03	| 0.03	| 0.01
2134	| 0.27	| 0.27	| 0.00
2135	| 0.26	| 0.26	| 0.00
2136	| 0.24	| 0.28	| 0.03
2137	| 0.28	| 0.34	| 0.05
2138	| 0.29	| 0.32	| 0.03
2139	| 0.07	| 0.09	| 0.01
2140	| 0.30	| 0.31	| 0.01
2141	| 0.02	| 0.01	| 0.01
2142	| 0.24	| 0.24	| 0.00
2143	| 0.04	| 0.03	| 0.01
2144	| 0.23	| 0.25	| 0.01
2145	| 0.02	| 0.02	| 0.00
2146	| 0.17	| 0.17	| 0.00
2147	| 0.30	| 0.31	| 0.01
2148	| 0.26	| 0.30	| 0.04
2149	| 0.26	| 0.24	| 0.02
2150	| 0.02	| 0.03	| 0.01
2151	| 0.05	| 0.05	| 0.01
2152	| 0.28	| 0.27	| 0.02
2153	| 0.08	| 0.08	| 0.00
2154	| 0.04	| 0.03	| 0.00
2155	| 0.19	| 0.18	| 0.01
2156	| 0.03	| 0.04	| 0.01
2157	| 0.01	| 0.01	| 0.01
2158	| 0.01	| 0.02	| 0.00
2159	| 0.13	| 0.11	| 0.02
2160	| 0.10	| 0.11	| 0.02
2161	| 0.04	| 0.03	| 0.02
2162	| 0.13	| 0.11	| 0.01
2163	| 0.21	| 0.23	| 0.02
2164	| 0.11	| 0.10	| 0.01
2165	| 0.21	| 0.18	| 0.03
2166	| 0.26	| 0.27	| 0.01
2167	| 0.10	| 0.09	| 0.00
2168	| 0.01	| 0.01	| 0.00
2169	| 0.07	| 0.10	| 0.02
2170	| 0.21	| 0.20	| 0.01
2171	| 0.17	| 0.15	| 0.02
2172	| 0.09	| 0.10	| 0.01
2173	| 0.10	| 0.10	| 0.01
2174	| 0.32	| 0.28	| 0.04
2175	| 0.08	| 0.08	| 0.00
2176	| 0.15	| 0.14	| 0.01
2177	| 0.30	| 0.32	| 0.02
2178	| 0.01	| 0.01	| 0.00
2179	| 0.14	| 0.14	| 0.01
2180	| 0.34	| 0.37	| 0.04
2181	| 0.09	| 0.09	| 0.00
2182	| 0.21	| 0.21	| 0.01
2183	| 0.31	| 0.33	| 0.02
2184	| 0.30	| 0.29	| 0.01
2185	| 0.24	| 0.28	| 0.04
2186	| 0.22	| 0.20	| 0.02
2187	| 0.26	| 0.29	| 0.03
2188	| 0.11	| 0.11	| 0.00
2189	| 0.07	| 0.07	| 0.00
2190	| 0.23	| 0.26	| 0.03
2191	| 0.21	| 0.23	| 0.01
2192	| 0.09	| 0.10	| 0.01
2193	| 0.03	| 0.03	| 0.00
2194	| 0.05	| 0.04	| 0.01
2195	| 0.01	| 0.02	| 0.01
2196	| 0.18	| 0.23	| 0.04
2197	| 0.18	| 0.19	| 0.01
2198	| 0.16	| 0.16	| 0.00
2199	| 0.21	| 0.20	| 0.01
2200	| 0.04	| 0.04	| 0.00
2201	| 0.06	| 0.07	| 0.02
2202	| 0.11	| 0.12	| 0.01
2203	| 0.32	| 0.30	| 0.02
2204	| 0.04	| 0.03	| 0.01
2205	| 0.12	| 0.12	| 0.00
2206	| 0.21	| 0.21	| 0.00
2207	| 0.22	| 0.20	| 0.02
2208	| 0.06	| 0.06	| 0.00
2209	| 0.08	| 0.08	| 0.00
2210	| 0.30	| 0.28	| 0.03
2211	| 0.29	| 0.33	| 0.04
2212	| 0.01	| 0.02	| 0.01
2213	| 0.02	| 0.03	| 0.01
2214	| 0.30	| 0.31	| 0.01
2215	| 0.00	| 0.00	| 0.00
2216	| 0.36	| 0.34	| 0.02
2217	| 0.30	| 0.32	| 0.01
2218	| 0.14	| 0.12	| 0.02
2219	| 0.33	| 0.34	| 0.01
2220	| 0.08	| 0.07	| 0.01
2221	| 0.09	| 0.09	| 0.00
2222	| 0.10	| 0.12	| 0.03
2223	| 0.18	| 0.19	| 0.01
2224	| 0.19	| 0.19	| 0.01
2225	| 0.25	| 0.21	| 0.04
2226	| 0.27	| 0.27	| 0.00
2227	| 0.08	| 0.09	| 0.00
2228	| 0.18	| 0.19	| 0.01
2229	| 0.06	| 0.06	| 0.00
2230	| 0.28	| 0.31	| 0.03
2231	| 0.20	| 0.18	| 0.02
2232	| 0.25	| 0.26	| 0.01
2233	| 0.01	| 0.01	| 0.00
2234	| 0.19	| 0.19	| 0.01
2235	| 0.29	| 0.27	| 0.02
2236	| 0.06	| 0.04	| 0.01
2237	| 0.03	| 0.03	| 0.00
2238	| 0.23	| 0.23	| 0.00
2239	| 0.11	| 0.15	| 0.03
2240	| 0.16	| 0.11	| 0.05
2241	| 0.08	| 0.07	| 0.01
2242	| 0.23	| 0.23	| 0.00
2243	| 0.11	| 0.11	| 0.00
2244	| 0.19	| 0.20	| 0.01
2245	| 0.23	| 0.20	| 0.02
2246	| 0.00	| 0.00	| 0.00
2247	| 0.11	| 0.11	| 0.01
2248	| 0.11	| 0.09	| 0.02
2249	| 0.33	| 0.36	| 0.03
2250	| 0.23	| 0.24	| 0.01
2251	| 0.06	| 0.04	| 0.02
2252	| 0.20	| 0.19	| 0.01
2253	| 0.19	| 0.19	| 0.01
2254	| 0.38	| 0.35	| 0.03
2255	| 0.05	| 0.04	| 0.01
2256	| 0.15	| 0.14	| 0.01
2257	| 0.06	| 0.05	| 0.01
2258	| 0.32	| 0.28	| 0.04
2259	| 0.25	| 0.24	| 0.01
2260	| 0.32	| 0.36	| 0.04
2261	| 0.23	| 0.20	| 0.03
2262	| 0.07	| 0.09	| 0.01
2263	| 0.31	| 0.27	| 0.04
2264	| 0.24	| 0.23	| 0.01
2265	| 0.18	| 0.15	| 0.03
2266	| 0.28	| 0.27	| 0.00
2267	| 0.30	| 0.33	| 0.02
2268	| 0.12	| 0.11	| 0.01
2269	| 0.15	| 0.14	| 0.01
2270	| 0.13	| 0.15	| 0.03
2271	| 0.31	| 0.29	| 0.02
2272	| 0.20	| 0.20	| 0.00
2273	| 0.31	| 0.31	| 0.01
2274	| 0.10	| 0.10	| 0.00
2275	| 0.11	| 0.11	| 0.00
2276	| 0.18	| 0.19	| 0.01
2277	| 0.09	| 0.09	| 0.00
2278	| 0.32	| 0.31	| 0.01
2279	| 0.13	| 0.14	| 0.01
2280	| 0.20	| 0.19	| 0.01
2281	| 0.12	| 0.14	| 0.01
2282	| 0.13	| 0.14	| 0.01
2283	| 0.16	| 0.16	| 0.00
2284	| 0.01	| 0.00	| 0.00
2285	| 0.09	| 0.12	| 0.03
2286	| 0.08	| 0.09	| 0.01
2287	| 0.11	| 0.10	| 0.01
2288	| 0.26	| 0.28	| 0.02
2289	| 0.24	| 0.26	| 0.03
2290	| 0.11	| 0.12	| 0.01
2291	| 0.01	| 0.01	| 0.00
2292	| 0.23	| 0.23	| 0.00
2293	| 0.22	| 0.21	| 0.01
2294	| 0.03	| 0.05	| 0.02
2295	| 0.20	| 0.21	| 0.01
2296	| 0.22	| 0.20	| 0.01
2297	| 0.19	| 0.17	| 0.02
2298	| 0.18	| 0.17	| 0.01
2299	| 0.02	| 0.02	| 0.01
2300	| 0.13	| 0.13	| 0.00
2301	| 0.10	| 0.10	| 0.00
2302	| 0.05	| 0.03	| 0.01
2303	| 0.28	| 0.26	| 0.02
2304	| 0.32	| 0.35	| 0.03
2305	| 0.21	| 0.21	| 0.00
2306	| 0.26	| 0.26	| 0.00
2307	| 0.23	| 0.23	| 0.00
2308	| 0.20	| 0.22	| 0.03
2309	| 0.20	| 0.20	| 0.00
2310	| 0.13	| 0.17	| 0.03
2311	| 0.10	| 0.09	| 0.02
2312	| 0.21	| 0.24	| 0.03
2313	| 0.08	| 0.07	| 0.02
2314	| 0.17	| 0.17	| 0.00
2315	| 0.25	| 0.27	| 0.03
2316	| 0.28	| 0.33	| 0.05
2317	| 0.32	| 0.31	| 0.02
2318	| 0.29	| 0.25	| 0.03
2319	| 0.27	| 0.25	| 0.02
2320	| 0.08	| 0.08	| 0.01
2321	| 0.20	| 0.21	| 0.00
2322	| 0.05	| 0.05	| 0.00
2323	| 0.31	| 0.33	| 0.02
2324	| 0.17	| 0.16	| 0.01
2325	| 0.25	| 0.23	| 0.02
2326	| 0.31	| 0.29	| 0.02
2327	| 0.16	| 0.17	| 0.01
2328	| 0.04	| 0.05	| 0.01
2329	| 0.14	| 0.13	| 0.00
2330	| 0.14	| 0.18	| 0.04
2331	| 0.33	| 0.28	| 0.05
2332	| 0.23	| 0.20	| 0.02
2333	| 0.12	| 0.09	| 0.03
2334	| 0.14	| 0.18	| 0.04
2335	| 0.04	| 0.04	| 0.01
2336	| 0.06	| 0.08	| 0.03
2337	| 0.28	| 0.29	| 0.01
2338	| 0.21	| 0.19	| 0.02
2339	| 0.07	| 0.07	| 0.00
2340	| 0.15	| 0.13	| 0.02
2341	| 0.03	| 0.03	| 0.00
2342	| 0.31	| 0.32	| 0.01
2343	| 0.21	| 0.22	| 0.01
2344	| 0.34	| 0.34	| 0.01
2345	| 0.08	| 0.10	| 0.02
2346	| 0.31	| 0.30	| 0.00
2347	| 0.04	| 0.05	| 0.01
2348	| 0.13	| 0.14	| 0.01
2349	| 0.01	| 0.01	| 0.00
2350	| 0.01	| 0.01	| 0.00
2351	| 0.15	| 0.18	| 0.03
2352	| 0.20	| 0.18	| 0.02
2353	| 0.21	| 0.26	| 0.05
2354	| 0.12	| 0.12	| 0.00
2355	| 0.33	| 0.31	| 0.02
2356	| 0.13	| 0.12	| 0.01
2357	| 0.26	| 0.22	| 0.04
2358	| 0.00	| 0.01	| 0.00
2359	| 0.17	| 0.17	| 0.00
2360	| 0.26	| 0.26	| 0.00
2361	| 0.17	| 0.15	| 0.01
2362	| 0.09	| 0.08	| 0.00
2363	| 0.16	| 0.18	| 0.02
2364	| 0.27	| 0.27	| 0.00
2365	| 0.04	| 0.04	| 0.00
2366	| 0.09	| 0.09	| 0.00
2367	| 0.31	| 0.29	| 0.02
2368	| 0.10	| 0.13	| 0.03
2369	| 0.07	| 0.07	| 0.00
2370	| 0.35	| 0.31	| 0.05
2371	| 0.07	| 0.07	| 0.00
2372	| 0.07	| 0.08	| 0.01
2373	| 0.16	| 0.14	| 0.02
2374	| 0.12	| 0.15	| 0.03
2375	| 0.16	| 0.15	| 0.00
2376	| 0.23	| 0.26	| 0.04
2377	| 0.25	| 0.24	| 0.01
2378	| 0.04	| 0.05	| 0.01
2379	| 0.27	| 0.29	| 0.02
2380	| 0.12	| 0.13	| 0.01
2381	| 0.08	| 0.10	| 0.02
2382	| 0.03	| 0.03	| 0.00
2383	| 0.22	| 0.22	| 0.00
2384	| 0.11	| 0.10	| 0.01
2385	| 0.21	| 0.17	| 0.05
2386	| 0.22	| 0.24	| 0.02
2387	| 0.11	| 0.14	| 0.03
2388	| 0.32	| 0.29	| 0.03
2389	| 0.15	| 0.15	| 0.00
2390	| 0.09	| 0.10	| 0.01
2391	| 0.08	| 0.09	| 0.01
2392	| 0.02	| 0.02	| 0.00
2393	| 0.00	| 0.01	| 0.00
2394	| 0.16	| 0.16	| 0.01
2395	| 0.18	| 0.16	| 0.02
2396	| 0.29	| 0.26	| 0.03
2397	| 0.07	| 0.07	| 0.00
2398	| 0.11	| 0.12	| 0.01
2399	| 0.07	| 0.09	| 0.03
2400	| 0.08	| 0.10	| 0.01
2401	| 0.28	| 0.24	| 0.03
2402	| 0.14	| 0.14	| 0.00
2403	| 0.16	| 0.17	| 0.01
2404	| 0.20	| 0.17	| 0.03
2405	| 0.12	| 0.15	| 0.03
2406	| 0.28	| 0.30	| 0.02
2407	| 0.14	| 0.17	| 0.02
2408	| 0.03	| 0.02	| 0.01
2409	| 0.12	| 0.10	| 0.02
2410	| 0.14	| 0.13	| 0.01
2411	| 0.24	| 0.24	| 0.00
2412	| 0.06	| 0.06	| 0.00
2413	| 0.23	| 0.22	| 0.01
2414	| 0.06	| 0.04	| 0.01
2415	| 0.19	| 0.19	| 0.00
2416	| 0.26	| 0.22	| 0.05
2417	| 0.17	| 0.18	| 0.01
2418	| 0.25	| 0.25	| 0.00
2419	| 0.03	| 0.03	| 0.00
2420	| 0.13	| 0.12	| 0.01
2421	| 0.06	| 0.03	| 0.03
2422	| 0.09	| 0.09	| 0.00
2423	| 0.09	| 0.09	| 0.00
2424	| 0.28	| 0.31	| 0.03
2425	| 0.13	| 0.14	| 0.01
2426	| 0.12	| 0.14	| 0.01
2427	| 0.18	| 0.18	| 0.01
2428	| 0.32	| 0.32	| 0.00
2429	| 0.06	| 0.06	| 0.00
2430	| 0.31	| 0.29	| 0.02
2431	| 0.01	| 0.00	| 0.00
2432	| 0.24	| 0.22	| 0.02
2433	| 0.33	| 0.30	| 0.03
2434	| 0.08	| 0.08	| 0.00
2435	| 0.04	| 0.05	| 0.01
2436	| 0.27	| 0.26	| 0.01
2437	| 0.22	| 0.23	| 0.01
2438	| 0.05	| 0.06	| 0.02
2439	| 0.16	| 0.15	| 0.01
2440	| 0.08	| 0.07	| 0.00
2441	| 0.17	| 0.20	| 0.03
2442	| 0.16	| 0.16	| 0.00
2443	| 0.33	| 0.33	| 0.01
2444	| 0.07	| 0.08	| 0.01
2445	| 0.26	| 0.25	| 0.01
2446	| 0.16	| 0.16	| 0.01
2447	| 0.17	| 0.21	| 0.03
2448	| 0.17	| 0.20	| 0.03
2449	| 0.28	| 0.26	| 0.02
2450	| 0.34	| 0.31	| 0.03
2451	| 0.26	| 0.29	| 0.03
2452	| 0.26	| 0.25	| 0.01
2453	| 0.02	| 0.02	| 0.00
2454	| 0.07	| 0.07	| 0.00
2455	| 0.24	| 0.23	| 0.01
2456	| 0.01	| 0.01	| 0.00
2457	| 0.15	| 0.13	| 0.02
2458	| 0.29	| 0.34	| 0.04
2459	| 0.18	| 0.17	| 0.02
2460	| 0.14	| 0.16	| 0.02
2461	| 0.12	| 0.13	| 0.02
2462	| 0.10	| 0.11	| 0.00
2463	| 0.10	| 0.08	| 0.02
2464	| 0.08	| 0.08	| 0.01
2465	| 0.12	| 0.11	| 0.01
2466	| 0.07	| 0.08	| 0.00
2467	| 0.21	| 0.24	| 0.03
2468	| 0.26	| 0.26	| 0.01
2469	| 0.30	| 0.30	| 0.00
2470	| 0.15	| 0.17	| 0.02
2471	| 0.23	| 0.26	| 0.03
2472	| 0.32	| 0.34	| 0.02
2473	| 0.26	| 0.27	| 0.01
2474	| 0.28	| 0.32	| 0.04
2475	| 0.05	| 0.06	| 0.01
2476	| 0.12	| 0.11	| 0.01
2477	| 0.18	| 0.18	| 0.00
2478	| 0.18	| 0.16	| 0.02
2479	| 0.20	| 0.18	| 0.02
2480	| 0.31	| 0.29	| 0.02
2481	| 0.04	| 0.04	| 0.00
2482	| 0.15	| 0.17	| 0.02
2483	| 0.16	| 0.16	| 0.00
2484	| 0.16	| 0.16	| 0.01
2485	| 0.28	| 0.27	| 0.01
2486	| 0.15	| 0.16	| 0.01
2487	| 0.21	| 0.23	| 0.02
2488	| 0.17	| 0.16	| 0.02
2489	| 0.29	| 0.28	| 0.01
2490	| 0.05	| 0.06	| 0.00
2491	| 0.23	| 0.19	| 0.03
2492	| 0.01	| 0.00	| 0.01
2493	| 0.13	| 0.15	| 0.02
2494	| 0.19	| 0.20	| 0.02
2495	| 0.02	| 0.01	| 0.00
2496	| 0.24	| 0.23	| 0.01
2497	| 0.21	| 0.22	| 0.01
2498	| 0.05	| 0.06	| 0.00
2499	| 0.30	| 0.30	| 0.00
2500	| 0.00	| 0.01	| 0.00
2501	| 0.31	| 0.27	| 0.05
2502	| 0.27	| 0.26	| 0.01
2503	| 0.32	| 0.31	| 0.02
2504	| 0.17	| 0.20	| 0.03
2505	| 0.18	| 0.20	| 0.02
2506	| 0.30	| 0.31	| 0.01
2507	| 0.22	| 0.21	| 0.01
2508	| 0.27	| 0.26	| 0.01
2509	| 0.08	| 0.09	| 0.01
2510	| 0.08	| 0.08	| 0.00
2511	| 0.06	| 0.09	| 0.02
2512	| 0.28	| 0.28	| 0.00
2513	| 0.30	| 0.30	| 0.00
2514	| 0.24	| 0.28	| 0.04
2515	| 0.26	| 0.28	| 0.02
2516	| 0.24	| 0.24	| 0.00
2517	| 0.20	| 0.20	| 0.00
2518	| 0.28	| 0.30	| 0.02
2519	| 0.29	| 0.28	| 0.01
2520	| 0.12	| 0.11	| 0.01
2521	| 0.31	| 0.34	| 0.03
2522	| 0.28	| 0.28	| 0.00
2523	| 0.31	| 0.29	| 0.02
2524	| 0.06	| 0.04	| 0.02
2525	| 0.11	| 0.12	| 0.01
2526	| 0.20	| 0.21	| 0.02
2527	| 0.00	| 0.00	| 0.00
2528	| 0.17	| 0.17	| 0.00
2529	| 0.16	| 0.19	| 0.02
2530	| 0.14	| 0.16	| 0.01
2531	| 0.11	| 0.14	| 0.03
2532	| 0.28	| 0.25	| 0.03
2533	| 0.04	| 0.05	| 0.01
2534	| 0.10	| 0.11	| 0.01
2535	| 0.01	| 0.01	| 0.00
2536	| 0.01	| 0.01	| 0.00
2537	| 0.26	| 0.24	| 0.02
2538	| 0.03	| 0.04	| 0.01
2539	| 0.05	| 0.07	| 0.01
2540	| 0.06	| 0.05	| 0.01
2541	| 0.30	| 0.28	| 0.03
2542	| 0.08	| 0.07	| 0.00
2543	| 0.29	| 0.29	| 0.00
2544	| 0.23	| 0.25	| 0.02
2545	| 0.18	| 0.18	| 0.00
2546	| 0.08	| 0.10	| 0.01
2547	| 0.31	| 0.32	| 0.01
2548	| 0.15	| 0.16	| 0.01
2549	| 0.18	| 0.20	| 0.01
2550	| 0.29	| 0.28	| 0.02
2551	| 0.07	| 0.08	| 0.01
2552	| 0.22	| 0.25	| 0.02
2553	| 0.11	| 0.11	| 0.01
2554	| 0.26	| 0.27	| 0.01
2555	| 0.29	| 0.31	| 0.02
2556	| 0.27	| 0.28	| 0.01
2557	| 0.27	| 0.29	| 0.02
2558	| 0.26	| 0.29	| 0.03
2559	| 0.19	| 0.17	| 0.01
2560	| 0.09	| 0.08	| 0.02
2561	| 0.18	| 0.20	| 0.02
2562	| 0.17	| 0.17	| 0.00
2563	| 0.02	| 0.02	| 0.00
2564	| 0.02	| 0.03	| 0.01
2565	| 0.16	| 0.13	| 0.02
2566	| 0.06	| 0.09	| 0.03
2567	| 0.18	| 0.19	| 0.01
2568	| 0.09	| 0.08	| 0.01
2569	| 0.09	| 0.08	| 0.00
2570	| 0.00	| 0.01	| 0.00
2571	| 0.10	| 0.10	| 0.01
2572	| 0.29	| 0.29	| 0.01
2573	| 0.14	| 0.13	| 0.00
2574	| 0.04	| 0.02	| 0.02
2575	| 0.26	| 0.22	| 0.04
2576	| 0.16	| 0.13	| 0.03
2577	| 0.21	| 0.20	| 0.01
2578	| 0.33	| 0.33	| 0.00
2579	| 0.06	| 0.08	| 0.02
2580	| 0.32	| 0.30	| 0.01
2581	| 0.19	| 0.19	| 0.00
2582	| 0.05	| 0.04	| 0.01
2583	| 0.10	| 0.08	| 0.01
2584	| 0.25	| 0.30	| 0.05
2585	| 0.08	| 0.08	| 0.00
2586	| 0.03	| 0.04	| 0.01
2587	| 0.18	| 0.18	| 0.00
2588	| 0.26	| 0.25	| 0.01
2589	| 0.31	| 0.29	| 0.02
2590	| 0.20	| 0.26	| 0.06
2591	| 0.07	| 0.06	| 0.01
2592	| 0.03	| 0.03	| 0.01
2593	| 0.26	| 0.25	| 0.01
2594	| 0.12	| 0.15	| 0.03
2595	| 0.16	| 0.16	| 0.00
2596	| 0.13	| 0.13	| 0.00
2597	| 0.21	| 0.21	| 0.00
2598	| 0.26	| 0.22	| 0.03
2599	| 0.04	| 0.05	| 0.01
2600	| 0.12	| 0.13	| 0.01
2601	| 0.23	| 0.25	| 0.03
2602	| 0.09	| 0.09	| 0.01
2603	| 0.05	| 0.04	| 0.01
2604	| 0.26	| 0.25	| 0.01
2605	| 0.18	| 0.16	| 0.02
2606	| 0.07	| 0.08	| 0.00
2607	| 0.21	| 0.22	| 0.01
2608	| 0.02	| 0.01	| 0.00
2609	| 0.18	| 0.18	| 0.01
2610	| 0.31	| 0.28	| 0.03
2611	| 0.32	| 0.31	| 0.01
2612	| 0.08	| 0.08	| 0.00
2613	| 0.05	| 0.06	| 0.01
2614	| 0.36	| 0.35	| 0.01
2615	| 0.24	| 0.31	| 0.07
2616	| 0.30	| 0.27	| 0.03
2617	| 0.26	| 0.23	| 0.02
2618	| 0.04	| 0.03	| 0.00
2619	| 0.23	| 0.24	| 0.02
2620	| 0.27	| 0.27	| 0.00
2621	| 0.25	| 0.27	| 0.02
2622	| 0.20	| 0.21	| 0.01
2623	| 0.25	| 0.24	| 0.01
2624	| 0.15	| 0.14	| 0.01
2625	| 0.15	| 0.19	| 0.04
2626	| 0.27	| 0.27	| 0.01
2627	| 0.04	| 0.03	| 0.01
2628	| 0.03	| 0.03	| 0.00
2629	| 0.08	| 0.09	| 0.01
2630	| 0.26	| 0.20	| 0.06
2631	| 0.15	| 0.13	| 0.02
2632	| 0.04	| 0.04	| 0.00
2633	| 0.26	| 0.27	| 0.01
2634	| 0.12	| 0.11	| 0.01
2635	| 0.27	| 0.28	| 0.01
2636	| 0.24	| 0.24	| 0.00
2637	| 0.15	| 0.14	| 0.01
2638	| 0.21	| 0.19	| 0.01
2639	| 0.03	| 0.03	| 0.00
2640	| 0.16	| 0.14	| 0.03
2641	| 0.30	| 0.29	| 0.01
2642	| 0.32	| 0.34	| 0.02
2643	| 0.20	| 0.22	| 0.02
2644	| 0.33	| 0.32	| 0.01
2645	| 0.09	| 0.10	| 0.01
2646	| 0.28	| 0.28	| 0.00
2647	| 0.29	| 0.25	| 0.04
2648	| 0.16	| 0.16	| 0.00
2649	| 0.20	| 0.18	| 0.03
2650	| 0.04	| 0.06	| 0.02
2651	| 0.06	| 0.06	| 0.00
2652	| 0.14	| 0.13	| 0.01
2653	| 0.18	| 0.18	| 0.00
2654	| 0.04	| 0.04	| 0.00
2655	| 0.17	| 0.20	| 0.03
2656	| 0.24	| 0.22	| 0.02
2657	| 0.16	| 0.16	| 0.00
2658	| 0.01	| 0.00	| 0.01
2659	| 0.15	| 0.15	| 0.01
2660	| 0.00	| 0.01	| 0.00
2661	| 0.06	| 0.04	| 0.01
2662	| 0.28	| 0.30	| 0.02
2663	| 0.26	| 0.24	| 0.02
2664	| 0.23	| 0.22	| 0.00
2665	| 0.21	| 0.18	| 0.02
2666	| 0.26	| 0.24	| 0.03
2667	| 0.09	| 0.11	| 0.02
2668	| 0.12	| 0.14	| 0.02
2669	| 0.21	| 0.22	| 0.00
2670	| 0.26	| 0.22	| 0.04
2671	| 0.24	| 0.24	| 0.00
2672	| 0.08	| 0.11	| 0.04
2673	| 0.08	| 0.07	| 0.01
2674	| 0.07	| 0.08	| 0.01
2675	| 0.32	| 0.35	| 0.03
2676	| 0.16	| 0.13	| 0.03
2677	| 0.10	| 0.12	| 0.02
2678	| 0.08	| 0.07	| 0.01
2679	| 0.00	| 0.00	| 0.00
2680	| 0.24	| 0.29	| 0.05
